interest,registration,vote_2016,vote_intention,vote_2020,ideo5,employment,foreign_born,sex,census_region,hispan,race,household_income,education,state,congress_district,age,age_group,vote_trump
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Other:,The United States,female,West,mexican,other,"Less than $14,999",bachelor,NM,NM02,48,40 ~ 50,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Retired,The United States,female,Midwest,not hispanic,white,"$25,000 to $29,999",at most high school,IN,IN09,73,>= 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,Midwest,not hispanic,white,"$175,000 to $199,999",bachelor,MO,MO05,60,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,female,Midwest,not hispanic,black,"$85,000 to $89,999",graduate,IN,IN02,48,40 ~ 50,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,female,Midwest,not hispanic,white,"$60,000 to $64,999",bachelor,OH,,77,>= 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,West,not hispanic,white,"$50,000 to $54,999",bachelor,CA,CA07,79,>= 70,1
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Conservative,Permanently disabled,The United States,female,West,other,other,"$15,000 to $19,999",bachelor,CA,CA13,51,50 ~ 60,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Not Sure,Full-time employed,The United States,male,Midwest,other,white,"$35,000 to $39,999",bachelor,OH,OH16,57,50 ~ 60,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Self-employed,The United States,male,Midwest,not hispanic,white,"$25,000 to $29,999",bachelor,IL,IL02,57,50 ~ 60,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,Northeast,not hispanic,white,"$200,000 to $249,999",graduate,NY,NY07,40,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,female,Northeast,mexican,white,"$35,000 to $39,999",at most high school,NY,NY13,70,>= 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Other:,The United States,male,South,other,black,"Less than $14,999",at most high school,FL,FL11,37,30 ~ 40,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,white,"Less than $14,999",at most high school,TX,TX12,58,50 ~ 60,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,female,Midwest,not hispanic,white,"$55,000 to $59,999",tertiary (not bachelor),NE,NE03,45,40 ~ 50,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Self-employed,The United States,female,West,not hispanic,white,"$35,000 to $39,999",bachelor,OR,OR04,65,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,female,South,not hispanic,white,"$20,000 to $24,999",tertiary (not bachelor),NC,NC06,65,60 ~ 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$175,000 to $199,999",bachelor,TX,TX30,40,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Conservative,Part-time employed,The United States,female,West,not hispanic,white,"$70,000 to $74,999",bachelor,CA,CA48,29,20 ~ 30,1
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Part-time employed,The United States,male,West,not hispanic,white,"Less than $14,999",at most high school,WA,WA03,30,30 ~ 40,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Homemaker,The United States,female,West,not hispanic,white,"Less than $14,999",bachelor,AZ,AZ07,71,>= 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Retired,The United States,male,Northeast,not hispanic,white,"$80,000 to $84,999",bachelor,NY,NY21,66,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,not hispanic,american indian or alaska native,"$30,000 to $34,999",tertiary (not bachelor),OK,OK02,45,40 ~ 50,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Student,The United States,male,South,not hispanic,white,"$50,000 to $54,999",tertiary (not bachelor),MD,MD05,22,20 ~ 30,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,female,Midwest,not hispanic,white,"$125,000 to $149,999",graduate,OH,OH14,48,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,Midwest,not hispanic,white,"$125,000 to $149,999",graduate,WI,WI02,44,40 ~ 50,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,male,Midwest,not hispanic,white,"$45,000 to $49,999",bachelor,IL,IL07,37,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,male,South,not hispanic,white,"$100,000 to $124,999",graduate,TX,TX26,69,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Part-time employed,The United States,female,Northeast,not hispanic,black,"$25,000 to $29,999",tertiary (not bachelor),MA,MA08,58,50 ~ 60,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$100,000 to $124,999",bachelor,VA,VA01,58,50 ~ 60,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Homemaker,The United States,female,West,not hispanic,white,"$75,000 to $79,999",bachelor,NV,,39,30 ~ 40,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,Northeast,not hispanic,white,"$100,000 to $124,999",bachelor,NJ,NJ02,63,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Retired,The United States,female,South,not hispanic,black,"$20,000 to $24,999",at most high school,DE,DE00,70,>= 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,female,West,mexican,other,"$35,000 to $39,999",bachelor,AZ,AZ06,22,20 ~ 30,0
Hardly at all,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,male,South,not hispanic,black,"Less than $14,999",bachelor,TX,TX35,36,30 ~ 40,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,Northeast,not hispanic,white,"$250,000 and above",graduate,NY,NY04,62,60 ~ 70,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,male,Northeast,mexican,white,"$20,000 to $24,999",at most high school,NY,NY26,40,40 ~ 50,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,West,mexican,white,"$75,000 to $79,999",tertiary (not bachelor),AZ,,38,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,female,Midwest,not hispanic,white,"$60,000 to $64,999",graduate,MO,MO05,34,30 ~ 40,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,West,mexican,black,"$70,000 to $74,999",bachelor,AZ,AZ05,55,50 ~ 60,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Unemployed or temporarily on layoff,The United States,female,Midwest,not hispanic,white,"Less than $14,999",at most high school,MN,MN06,33,30 ~ 40,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Self-employed,The United States,male,Northeast,not hispanic,white,"$175,000 to $199,999",bachelor,NY,NY12,38,30 ~ 40,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Self-employed,The United States,male,South,mexican,white,"$70,000 to $74,999",tertiary (not bachelor),LA,LA03,36,30 ~ 40,0
Only now and then,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Not Sure,Unemployed or temporarily on layoff,The United States,male,South,not hispanic,white,"$30,000 to $34,999",bachelor,LA,LA01,50,50 ~ 60,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Part-time employed,The United States,male,Northeast,mexican,other,"$45,000 to $49,999",at most high school,NY,NY16,21,20 ~ 30,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Part-time employed,The United States,female,Northeast,not hispanic,white,"$35,000 to $39,999",at most high school,CT,CT05,65,60 ~ 70,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Retired,The United States,male,South,not hispanic,white,"$75,000 to $79,999",bachelor,AL,AL03,40,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Homemaker,The United States,female,West,not hispanic,white,"$70,000 to $74,999",bachelor,UT,UT01,61,60 ~ 70,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,male,West,not hispanic,white,"$25,000 to $29,999",bachelor,CA,CA25,69,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Student,The United States,female,South,mexican,white,"$90,000 to $94,999",bachelor,TX,TX21,22,20 ~ 30,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Not Sure,Full-time employed,The United States,male,South,not hispanic,white,"$250,000 and above",graduate,VA,VA10,39,30 ~ 40,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Permanently disabled,The United States,female,South,not hispanic,american indian or alaska native,"Less than $14,999",tertiary (not bachelor),NC,NC09,46,40 ~ 50,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Part-time employed,The United States,female,West,not hispanic,asian or pacific,"$100,000 to $124,999",graduate,CA,CA15,47,40 ~ 50,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,female,Northeast,not hispanic,black,"$50,000 to $54,999",bachelor,NJ,NJ10,45,40 ~ 50,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,male,West,not hispanic,white,"$75,000 to $79,999",graduate,CA,CA12,30,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Part-time employed,Another country,male,Midwest,not hispanic,white,"$100,000 to $124,999",graduate,IL,IL06,65,60 ~ 70,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,male,South,not hispanic,white,"$125,000 to $149,999",graduate,AL,AL05,48,40 ~ 50,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,South,not hispanic,white,"$100,000 to $124,999",graduate,DC,DC00,42,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,male,West,not hispanic,white,"$250,000 and above",graduate,CA,CA02,77,>= 70,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Full-time employed,The United States,male,South,not hispanic,white,"$35,000 to $39,999",bachelor,VA,VA09,53,50 ~ 60,1
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Full-time employed,The United States,male,West,not hispanic,white,"$175,000 to $199,999",bachelor,CO,CO05,33,30 ~ 40,0
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,Northeast,not hispanic,white,"$125,000 to $149,999",graduate,NY,NY12,40,40 ~ 50,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,South,mexican,other,"$85,000 to $89,999",bachelor,FL,FL14,42,40 ~ 50,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,male,Northeast,not hispanic,white,"$175,000 to $199,999",graduate,PA,PA02,39,30 ~ 40,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Full-time employed,The United States,male,Northeast,not hispanic,white,"$55,000 to $59,999",graduate,NY,NY16,45,40 ~ 50,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Permanently disabled,The United States,male,West,not hispanic,white,"Less than $14,999",at most high school,OR,OR01,35,30 ~ 40,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Part-time employed,The United States,male,Northeast,not hispanic,white,"Less than $14,999",at most high school,CT,CT04,32,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Self-employed,The United States,male,Northeast,not hispanic,white,"$150,000 to $174,999",bachelor,NJ,NJ01,65,60 ~ 70,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,male,Midwest,not hispanic,black,"$95,000 to $99,999",bachelor,IL,IL17,20,20 ~ 30,0
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,male,West,not hispanic,white,"$150,000 to $174,999",graduate,CA,CA15,73,>= 70,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Self-employed,The United States,male,South,not hispanic,white,"$30,000 to $34,999",graduate,AL,,38,30 ~ 40,1
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Conservative,Retired,The United States,female,South,not hispanic,american indian or alaska native,"$50,000 to $54,999",tertiary (not bachelor),TN,TN07,65,60 ~ 70,1
Most of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Liberal,Full-time employed,The United States,male,Midwest,not hispanic,white,"$175,000 to $199,999",graduate,MI,MI04,39,30 ~ 40,1
Only now and then,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Liberal,Retired,The United States,male,Midwest,not hispanic,white,"$70,000 to $74,999",tertiary (not bachelor),OH,OH07,63,60 ~ 70,1
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Very Liberal,Retired,The United States,male,South,not hispanic,white,"$30,000 to $34,999",bachelor,FL,FL07,68,60 ~ 70,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Retired,The United States,male,West,not hispanic,white,"$45,000 to $49,999",bachelor,NV,NV01,69,60 ~ 70,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Moderate,Full-time employed,The United States,female,West,not hispanic,black,"$100,000 to $124,999",graduate,CA,CA07,39,30 ~ 40,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Self-employed,The United States,male,South,not hispanic,white,"$40,000 to $44,999",bachelor,VA,VA09,68,60 ~ 70,0
Most of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,male,South,not hispanic,black,"$50,000 to $54,999",bachelor,TX,TX30,24,20 ~ 30,0
Some of the time,Registered,Hillary Clinton,"Yes, I will vote",Joe Biden,Liberal,Full-time employed,The United States,female,South,mexican,other,"$15,000 to $19,999",bachelor,FL,FL09,50,50 ~ 60,0
Hardly at all,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Very Conservative,Full-time employed,The United States,male,Midwest,not hispanic,white,"$75,000 to $79,999",at most high school,MI,MI01,51,50 ~ 60,1
Some of the time,Registered,Donald Trump,"Yes, I will vote",Donald Trump,Moderate,Full-time employed,The United States,male,West,not hispanic,asian or pacific,"$45,000 to $49,999",bachelor,HI,HI01,29,20 ~ 30,1
